temer;deputados;politicos;aborto;regiao;escolaridade;sexo;idade;freqmissa;impreligiao;renda;protest;policiaprop;publiprop;propina;miliprop;assassinato;confjust;confinst;confsistema;orgulhosist;apoio;orgulhobra;confexercito;confcongresso;confmilitar;confpartido;confpresidente;confcomunic;confeleicao
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Sul;11;Male;40;Once or twice a year;Somewhat Important;13;No, I have not participated;No;No;No;No;Yes;2;1;1;4;1;7;7;4;3;1;1;7;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;6;Male;45;More than once a week;Very Important;11;No, I have not participated;No;No;No;No;Yes;1;1;3;1;1;7;6;1;1;1;1;1;1
Good;Neither well nor poorly;More than half of them;Nao;Região Norte;11;Male;59;More than once a week;Very Important;15;No, I have not participated;No;No;No;No;Yes;4;2;1;2;2;7;5;3;5;2;5;5;5
Very Bad;Very poorly;More than half of them;Nao;Região Centro-Oeste;4;Female;52;More than once a week;Very Important;11;No, I have not participated;No;No;No;No;Yes;4;5;1;1;1;2;4;2;2;1;1;4;1
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Sim;Região Nordeste;7;Female;26;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;5;7;5;4;6;7;5;5;6;5;4;5;4
Neither Good nor Bad (Fair);Very Well;More than half of them;Sim;Região Norte;10;Female;64;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;5;6;4;7;6;7;7;7;7;6;5;7;7
Bad;Poorly;More than half of them;Sim;Região Centro-Oeste;11;Male;20;Once a week;Very Important;4;Yes, I have participated;No;No;No;Yes;Yes;2;4;1;1;1;5;2;3;3;3;2;2;3
Very Bad;Poorly;Half of them;Sim;Região Nordeste;11;Male;21;Once or twice a year;Very Important;7;No, I have not participated;No;No;No;No;Yes;4;6;3;3;1;3;2;3;3;4;1;3;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sudeste;11;Female;49;Once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;2;3;4;4;3;7;5;5;6;4;4;4;4
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;10;Female;19;Once a month;Very Important;10;No, I have not participated;No;No;No;No;Yes;4;5;3;1;4;6;7;5;5;3;3;4;2
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;9;Male;17;Once a month;Very Important;7;No, I have not participated;No;No;No;No;Yes;2;5;4;2;3;6;6;4;5;1;1;5;5
Bad;Neither well nor poorly;All;Nao;Região Sul;5;Female;52;Once a month;Very Important;15;Yes, I have participated;No;No;No;No;No;3;5;1;1;3;6;7;1;2;1;1;3;1
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Nao;Região Nordeste;11;Female;30;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;3;4;3;5;6;7;5;4;6;5;5;5;4
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Sudeste;11;Female;29;Never or almost never;Very Important;6;No, I have not participated;No;No;No;No;Yes;1;1;2;1;2;4;4;1;4;1;1;4;1
Bad;Very poorly;More than half of them;Nao;Região Centro-Oeste;7;Male;32;Once a month;Very Important;7;No, I have not participated;No;No;No;No;Yes;4;3;3;4;2;5;5;2;4;1;1;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Sudeste;3;Male;53;Never or almost never;Very Important;9;No, I have not participated;No;No;No;No;No;4;6;5;7;7;7;7;7;7;7;7;7;7
Good;Well;Half of them;Sim;Região Sul;5;Female;37;Once a month;Very Important;8;No, I have not participated;No;No;No;No;No;5;4;6;6;4;7;7;6;5;4;4;3;4
Very Bad;Very poorly;More than half of them;Sim;Região Nordeste;12;Male;39;Never or almost never;Very Important;9;No, I have not participated;No;No;No;No;Yes;3;1;1;1;1;7;4;1;5;1;1;7;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Sudeste;9;Female;29;Once a week;Very Important;9;No, I have not participated;No;No;No;No;Yes;4;1;1;1;1;7;7;4;1;1;2;2;1
Bad;Poorly;More than half of them;Sim;Região Sudeste;11;Male;49;Once a month;Very Important;14;Yes, I have participated;No;No;No;No;No;3;3;2;3;1;7;5;1;5;1;1;4;3
Good;Neither well nor poorly;More than half of them;Nao;Região Sudeste;17;Male;78;Once or twice a year;Very Important;16;No, I have not participated;No;No;No;No;Yes;5;5;4;5;7;7;6;3;6;2;5;5;5
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Nordeste;9;Male;31;Once a week;Very Important;5;Yes, I have participated;No;No;Yes;No;No;4;3;4;2;4;7;5;3;5;4;1;6;3
Very Bad;Very poorly;None;Sim;Região Sudeste;10;Female;28;Never or almost never;Very Important;12;No, I have not participated;No;No;No;No;Yes;3;3;1;1;1;2;1;1;1;1;1;1;1
Good;Well;More than half of them;Sim;Região Sudeste;11;Male;21;Once a month;Very Important;4;No, I have not participated;No;No;No;No;No;4;6;3;4;7;7;3;3;3;3;3;6;3
Very Bad;Neither well nor poorly;All;Sim;Região Nordeste;7;Female;57;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;7;7;3;2;4;7;7;7;7;4;1;5;3
Bad;Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Male;19;Never or almost never;Not Important at All;14;No, I have not participated;No;No;No;No;Yes;4;6;4;4;4;6;7;4;7;4;3;5;4
Good;Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Male;54;Once a week;Very Important;17;No, I have not participated;No;No;No;No;No;3;7;2;1;1;7;7;1;7;1;4;3;2
Very Bad;Very poorly;Half of them;Sim;Região Norte;11;Male;39;Once a week;Very Important;14;Yes, I have participated;No;Yes;No;No;Yes;2;1;1;1;1;1;7;1;4;1;1;7;3
Very Bad;Very poorly;All;Sim;Região Centro-Oeste;11;Male;33;Once a month;Very Important;8;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;2;1;1;1;1;2;1
Neither Good nor Bad (Fair);Poorly;Half of them;Sim;Região Norte;3;Male;81;Once or twice a year;Very Important;13;No, I have not participated;No;No;No;No;Yes;6;6;2;2;2;7;6;2;3;2;2;6;4
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Norte;11;Female;20;Once a month;Very Important;6;No, I have not participated;No;No;Yes;No;Yes;5;7;5;7;6;7;6;5;3;3;4;6;4
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Norte;11;Male;58;Never or almost never;Somewhat Important;3;Yes, I have participated;No;No;No;No;Yes;5;2;6;4;2;7;7;1;5;1;2;7;7
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sudeste;11;Male;32;More than once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;3;4;4;3;5;7;7;5;5;4;4;4;2
Neither Good nor Bad (Fair);Poorly;All;Sim;Região Sudeste;11;Female;27;Once a week;Very Important;5;No, I have not participated;No;No;No;No;No;4;2;1;1;1;2;5;3;6;1;1;6;1
Bad;Very poorly;All;Sim;Região Centro-Oeste;9;Female;42;Never or almost never;Somewhat Important;13;No, I have not participated;No;No;No;No;Yes;4;1;1;2;2;4;5;1;2;1;2;5;1
Neither Good nor Bad (Fair);Well;More than half of them;Nao;Região Sudeste;11;Male;30;Never or almost never;Very Important;14;No, I have not participated;No;No;No;No;Yes;5;5;1;1;3;1;7;1;4;3;2;7;1
Very Bad;Very poorly;All;Nao;Região Sudeste;5;Female;50;Once a month;Not Very Important;4;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;2;1;2;1;1;1;1
Neither Good nor Bad (Fair);Poorly;All;Sim;Região Nordeste;11;Female;27;Once or twice a year;Not Very Important;2;No, I have not participated;No;No;No;No;Yes;5;4;3;3;5;5;5;4;5;3;4;5;3
Very Bad;Neither well nor poorly;Half of them;Sim;Região Nordeste;8;Male;21;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;7;4;4;4;7;7;5;7;4;1;4;4
Bad;Poorly;Half of them;Sim;Região Centro-Oeste;11;Male;35;Once a month;Very Important;9;No, I have not participated;No;No;No;No;No;3;5;3;5;6;7;7;5;7;5;3;5;5
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;8;Male;21;Never or almost never;Not Important at All;7;Yes, I have participated;No;No;No;Yes;Yes;1;4;1;1;7;7;1;1;1;1;1;1;1
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;11;Male;29;Once a week;Very Important;10;No, I have not participated;No;No;Yes;No;No;2;2;1;1;3;7;7;4;3;1;1;4;1
Good;Poorly;Half of them;Sim;Região Sul;8;Male;33;Never or almost never;Very Important;7;No, I have not participated;No;No;Yes;No;Yes;5;6;6;7;4;7;6;3;7;4;5;4;6
Very Bad;Poorly;All;Nao;Região Norte;13;Female;19;Once or twice a year;Not Very Important;3;No, I have not participated;No;No;No;No;Yes;1;3;2;1;1;4;2;1;1;1;1;2;3
Neither Good nor Bad (Fair);Very poorly;All;Nao;Região Norte;11;Male;33;Once a week;Very Important;16;No, I have not participated;No;No;No;No;Yes;4;2;4;3;2;7;7;6;2;2;3;6;4
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Nordeste;4;Female;62;Once or twice a year;Very Important;10;No, I have not participated;No;No;No;No;Yes;4;4;3;2;3;7;6;4;6;4;2;6;2
Bad;Well;More than half of them;Sim;Região Nordeste;11;Female;29;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;5;7;6;3;4;7;7;6;6;4;4;4;4
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;11;Male;33;Never or almost never;Somewhat Important;13;No, I have not participated;No;No;No;No;Yes;1;3;1;1;1;1;4;1;3;1;1;2;1
Very Bad;Neither well nor poorly;Half of them;Nao;Região Norte;11;Female;22;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;4;5;3;4;4;6;6;5;6;4;3;6;4
Very Bad;Very poorly;All;Nao;Região Sudeste;8;Female;51;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;2;3;1;1;1;7;5;2;5;1;1;2;1
Good;Well;More than half of them;Nao;Região Nordeste;10;Male;68;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;No;6;6;7;7;2;5;1;7;7;4;7;3;6
Very Bad;Poorly;All;Nao;Região Nordeste;10;Male;29;Once a week;Very Important;3;No, I have not participated;No;No;Yes;No;No;3;2;1;1;1;7;2;1;1;1;1;3;1
Bad;Poorly;Half of them;Sim;Região Nordeste;11;Male;27;Once or twice a year;Very Important;4;No, I have not participated;Yes;No;Yes;No;Yes;4;4;5;4;3;6;5;3;4;4;3;4;2
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Nao;Região Centro-Oeste;7;Female;49;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;7;6;4;2;7;7;7;6;7;4;5;7;4
Very Bad;Very poorly;All;Sim;Região Centro-Oeste;11;Female;31;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;6;6;5;5;7;7;7;7;7;7;7;7;7
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;4;Female;45;Once a month;Very Important;5;No, I have not participated;No;Yes;No;No;Yes;1;1;1;2;1;2;2;1;2;1;1;3;1
Very Bad;Very poorly;All;Sim;Região Norte;4;Female;53;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;1;3;4;5;1;7;7;1;1;2;1;6;1
Good;Very Well;Half of them;Nao;Região Centro-Oeste;11;Female;33;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;5;4;5;5;5;6;7;5;5;4;3;5;2
NA;Neither well nor poorly;More than half of them;Sim;Região Sul;16;Female;26;Once a week;Very Important;17;No, I have not participated;No;No;No;No;No;1;4;3;6;3;6;4;3;2;1;2;1;4
Bad;Neither well nor poorly;Half of them;Nao;Região Sudeste;5;Female;29;More than once a week;Somewhat Important;3;No, I have not participated;No;No;Yes;No;No;6;3;4;1;5;7;4;2;7;1;4;2;7
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sul;7;Female;44;Never or almost never;Very Important;5;No, I have not participated;No;No;No;No;No;1;1;1;1;1;7;1;1;3;1;1;3;1
Very Bad;Very poorly;All;Sim;Região Sul;10;Male;30;Once or twice a year;Very Important;11;No, I have not participated;No;No;No;No;No;1;1;1;1;1;4;1;1;1;1;1;1;1
Neither Good nor Bad (Fair);Well;Half of them;Nao;Região Sul;11;Female;24;Once a week;Very Important;8;No, I have not participated;No;No;No;No;No;5;6;3;2;6;7;6;5;6;3;5;3;5
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Centro-Oeste;7;Female;46;More than once a week;Very Important;9;No, I have not participated;No;No;No;No;Yes;2;3;2;1;2;5;6;3;4;2;3;NA;2
Very Bad;Very poorly;All;Sim;Região Sul;11;Female;46;Never or almost never;Somewhat Important;5;No, I have not participated;No;No;No;No;Yes;5;4;3;4;4;4;5;1;4;1;1;2;1
Bad;Poorly;More than half of them;Sim;Região Sudeste;11;Female;23;Once or twice a year;Not Very Important;6;No, I have not participated;No;No;No;No;Yes;5;3;3;2;4;4;6;2;4;2;2;6;6
Very Good;Very Well;All;Nao;Região Sudeste;8;Female;16;Never or almost never;Not Very Important;1;No, I have not participated;No;No;No;No;Yes;7;1;1;7;7;7;7;7;7;1;1;7;7
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Norte;11;Female;41;Once or twice a year;Very Important;10;No, I have not participated;No;No;No;No;Yes;1;1;1;2;3;7;4;4;3;3;4;4;4
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;11;Male;23;Once a week;Very Important;8;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;3;1;3;1;1;2;1
Bad;Neither well nor poorly;Less than half of them;Sim;Região Sul;17;Female;36;Once or twice a year;Somewhat Important;15;No, I have not participated;No;No;No;No;NA;2;2;2;1;1;1;1;1;2;1;1;3;3
Bad;Neither well nor poorly;More than half of them;Nao;Região Sudeste;9;Male;16;Once or twice a year;Somewhat Important;7;No, I have not participated;No;No;No;No;Yes;4;2;7;7;6;5;7;7;4;5;5;7;6
Good;Neither well nor poorly;Half of them;Nao;Região Sul;9;Male;50;Never or almost never;Not Very Important;6;No, I have not participated;No;No;No;No;No;1;4;3;4;5;7;5;3;3;2;3;2;4
Good;Neither well nor poorly;NA;Sim;Região Sul;3;Male;51;More than once a week;Very Important;NA;No, I have not participated;No;No;No;No;No;3;NA;NA;NA;5;7;NA;NA;5;NA;NA;NA;NA
Neither Good nor Bad (Fair);Poorly;Half of them;Nao;Região Sul;11;Male;19;Once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;5;5;4;3;3;5;6;4;5;4;5;4;4
Very Bad;Very poorly;All;Nao;Região Nordeste;3;Female;63;Once or twice a year;Very Important;3;No, I have not participated;No;No;No;No;Yes;5;3;6;2;4;7;6;1;3;4;5;1;6
Very Bad;Poorly;More than half of them;Sim;Região Nordeste;5;Female;30;Once or twice a year;Very Important;5;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;1;1;3;1;1;5;1
Very Bad;Very poorly;All;Sim;Região Nordeste;11;Female;71;Once a month;Not Very Important;13;No, I have not participated;Yes;Yes;No;No;No;1;1;1;1;1;4;4;1;1;1;1;1;1
Good;Well;More than half of them;Nao;Região Sul;11;Male;46;Once a week;Very Important;17;No, I have not participated;No;No;No;No;No;4;7;5;7;6;7;6;4;7;2;4;5;3
Very Bad;Very poorly;All;Sim;Região Centro-Oeste;7;Female;34;Never or almost never;Very Important;10;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;1;1;1;4;1;1;7;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Sudeste;5;Male;22;Once or twice a year;Very Important;2;No, I have not participated;No;No;No;No;Yes;6;7;1;1;4;7;1;1;1;4;1;5;4
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Nordeste;1;Female;30;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;3;7;1;1;5;7;6;5;4;2;4;7;5
Very Bad;Very poorly;Half of them;Sim;Região Sudeste;4;Female;37;More than once a week;Very Important;8;No, I have not participated;No;No;No;No;Yes;3;5;3;3;2;5;6;4;5;2;2;5;2
Neither Good nor Bad (Fair);Well;All;Sim;Região Sudeste;4;Male;74;Once a month;Very Important;5;No, I have not participated;No;No;No;No;No;4;5;3;3;2;6;5;4;4;3;4;2;5
Very Bad;Very poorly;All;Nao;Região Sudeste;11;Female;59;More than once a week;Very Important;11;No, I have not participated;No;No;No;No;No;3;3;1;1;1;3;3;1;3;1;1;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Nordeste;1;Female;47;Never or almost never;Very Important;7;No, I have not participated;No;No;No;No;No;7;4;3;2;1;7;6;4;6;2;5;5;6
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Female;31;Never or almost never;Very Important;2;No, I have not participated;No;No;No;No;Yes;3;5;2;1;3;5;4;3;4;2;2;5;3
Bad;Poorly;All;Sim;Região Sudeste;13;Female;45;Once a week;Very Important;15;No, I have not participated;No;No;No;No;No;1;2;4;1;1;7;3;1;7;1;1;1;1
Good;Poorly;More than half of them;Nao;Região Norte;7;Male;53;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;7;3;1;1;7;7;2;3;1;2;7;2
Bad;Neither well nor poorly;More than half of them;Nao;Região Sudeste;6;Female;22;Once a month;Very Important;3;No, I have not participated;No;No;Yes;No;Yes;4;5;5;2;4;7;6;1;5;1;1;5;3
Very Bad;Neither well nor poorly;Half of them;Nao;Região Centro-Oeste;6;Male;34;Once a week;Very Important;1;No, I have not participated;No;No;No;No;Yes;1;5;1;1;1;7;7;7;7;3;1;7;3
Bad;Very poorly;More than half of them;Sim;Região Centro-Oeste;17;Male;45;Once a month;Very Important;16;Yes, I have participated;No;No;No;No;Yes;3;4;1;2;3;5;4;1;3;4;1;3;3
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Centro-Oeste;11;Male;51;Never or almost never;Very Important;8;No, I have not participated;No;No;No;No;No;5;6;2;5;3;4;6;2;4;1;3;3;3
Good;Poorly;More than half of them;Sim;Região Norte;17;Male;48;Once a week;Very Important;17;Yes, I have participated;No;No;No;No;NA;5;1;2;2;1;7;7;3;6;1;1;1;4
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Sul;4;Female;65;More than once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;6;3;4;2;2;7;7;6;6;1;5;7;6
Very Bad;NA;More than half of them;Nao;Região Centro-Oeste;0;Male;84;Once or twice a year;Very Important;8;Yes, I have participated;No;No;NA;No;Yes;1;6;1;7;1;7;7;2;4;1;1;5;1
Very Bad;Very poorly;All;Sim;Região Sul;6;Female;42;Once a week;Very Important;6;No, I have not participated;No;No;No;No;Yes;1;4;1;1;1;3;1;1;1;1;1;4;1
Bad;Poorly;More than half of them;Nao;Região Sudeste;11;Female;19;Never or almost never;Somewhat Important;4;No, I have not participated;No;No;No;No;Yes;3;5;3;4;4;5;4;4;5;3;3;6;5
Bad;Poorly;All;Sim;Região Sudeste;7;Male;42;Once a month;Very Important;12;No, I have not participated;No;No;No;No;Yes;3;4;1;1;1;7;7;1;1;1;1;4;1
Very Bad;Very poorly;All;Nao;Região Sudeste;11;Male;25;Never or almost never;Not Very Important;NA;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;3;7;1;1;1;1;1;1
Very Bad;Very poorly;All;Sim;Região Sudeste;11;Female;35;Once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;1;5;1;1;3;7;7;1;1;1;1;1;1
Good;Poorly;Half of them;Sim;Região Sul;11;Male;43;Once or twice a year;Somewhat Important;5;No, I have not participated;No;No;No;No;No;3;4;4;4;4;7;6;4;5;3;3;5;6
Neither Good nor Bad (Fair);Poorly;Half of them;Sim;Região Sul;14;Male;47;Once or twice a year;Very Important;3;No, I have not participated;No;No;No;No;Yes;5;7;2;3;1;7;5;5;4;3;3;4;4
Very Bad;Neither well nor poorly;All;Nao;Região Sul;6;Male;23;Once a week;Not Very Important;9;No, I have not participated;No;No;No;No;Yes;2;4;5;3;6;7;7;2;7;5;3;4;3
Bad;Poorly;All;Nao;Região Nordeste;8;Female;19;Never or almost never;Very Important;3;No, I have not participated;No;No;No;No;Yes;2;1;3;6;2;7;6;5;7;6;6;3;7
Bad;Neither well nor poorly;Half of them;Nao;Região Norte;11;Male;39;Once a week;Very Important;6;No, I have not participated;No;No;No;No;Yes;4;2;5;3;6;6;6;5;4;3;3;3;4
Bad;Neither well nor poorly;Half of them;Sim;Região Centro-Oeste;7;Female;44;More than once a week;Very Important;4;No, I have not participated;No;No;No;No;Yes;2;1;2;2;3;2;6;2;1;1;1;4;1
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;11;Male;55;Once or twice a year;Very Important;13;No, I have not participated;No;Yes;No;No;Yes;2;1;1;1;1;6;5;1;4;1;1;5;3
Very Bad;Very poorly;All;Nao;Região Nordeste;1;Male;73;Once or twice a year;Very Important;9;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;5;1;3;2;2;3;2
Good;Well;None;Sim;Região Nordeste;4;Female;52;Never or almost never;Very Important;4;No, I have not participated;No;No;No;No;No;7;1;7;1;1;7;7;1;7;7;7;7;1
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;6;Male;17;Never or almost never;Somewhat Important;9;No, I have not participated;No;No;No;No;Yes;3;3;1;1;1;7;5;3;1;1;1;4;1
